date,predicted_index,real_price,regime_probability,simn,mn_ore,chn_electricity,met_coal,dry_bulk_freight,steel_etf,usd_inr,pick
2028-04-28,244.7255,212.8316,0.3472,101.32622338821888,610.2313521602443,1098.1454982464688,101.32622338821888,101.32622338821888,246.34186319391782,116.90260972113383,65.49689565815275
2028-05-05,244.8079,212.9033,0.395,101.32653058583799,638.1617750552352,1113.6472204965562,101.32653058583799,101.32653058583799,251.86245838133132,118.4332420187976,64.35276635499838
2028-05-12,244.8652,212.9532,0.3608,101.32682242443882,627.8160820829297,1097.03215726337,101.32682242443882,101.32682242443882,258.9802565313666,118.63094414190127,67.55659199141745
2028-05-19,244.8199,212.9137,0.3821,101.32709967188816,623.9734156280676,1067.8662362825971,101.32709967188816,101.32709967188816,257.5732223027455,118.39681085967821,71.07031709548889
2028-05-26,244.7296,212.8352,0.3552,101.3273630576677,613.1051724495746,1086.1557395497125,101.3273630576677,101.3273630576677,273.2969087321167,119.6075307855767,68.69538719870539
2028-06-02,244.8159,212.9102,0.3613,101.3276132747924,600.4861766695925,1132.2661630389541,101.3276132747924,101.3276132747924,263.0204355617719,120.29301866446507,67.30163683117377
2028-06-09,244.8941,212.9783,0.25,101.32785098163318,585.419036063175,1119.274835431594,101.32785098163318,101.32785098163318,261.94910043554387,121.48094630132076,72.09087395331059
2028-06-16,244.8079,212.9033,0.2299,101.32807680364841,587.1532896309587,1098.043521731159,101.32807680364841,101.32807680364841,274.9517040005334,121.10475128534907,67.8016150422549
2028-06-23,244.7296,212.8352,0.2929,101.32829133502905,587.2958754060097,1114.3783254696395,101.32829133502905,101.32829133502905,267.80913609477375,121.40355128110396,67.58279135737622
2028-06-30,244.5602,212.6879,0.2533,101.32849514026138,590.858524796484,1160.2994506061075,101.32849514026138,101.32849514026138,280.64035918893865,120.96037995968051,64.28002495994356
2028-07-07,244.3494,212.5046,0.2075,101.32868875561178,560.6320905772616,1160.8348795222896,101.32868875561178,101.32868875561178,271.5495521391814,122.4408807850054,60.05677244304636
2028-07-14,244.0572,212.2504,0.1833,101.32887269053731,572.6214689985843,1213.8018448536898,101.32887269053731,101.32887269053731,296.85407341341045,122.71397156210283,55.724860367343446
2028-07-21,244.0572,212.2504,0.2134,101.32904742902585,571.973586880555,1230.370363837,101.32904742902585,101.32904742902585,284.0555505929827,124.37895881690524,54.52191747943719
2028-07-28,244.4132,212.56,0.1433,101.32921343086906,569.6792290386238,1181.0487837104852,101.32921343086906,101.32921343086906,297.1169105729839,124.44635367712883,53.48612283358585
2028-08-04,244.4329,212.5772,0.1319,101.329371132872,565.142591870236,1212.440713771942,101.329371132872,101.329371132872,283.9075484975057,125.83464473244362,52.82658887822185
2028-08-11,244.571,212.6973,0.1311,101.32952095000213,566.0793267482601,1206.447937523445,101.32952095000213,101.32952095000213,292.9952385857978,125.38879116743985,55.62326350930893
2028-08-18,244.4848,212.6223,0.1557,101.32966327648093,564.8711617254833,1205.7759811745864,101.32966327648093,101.32966327648093,279.2724569868036,126.35360974990915,53.69024296943661
2028-08-25,244.5901,212.7139,0.1069,101.32979848682096,572.1296219057925,1222.9051938483212,101.32979848682096,101.32979848682096,277.746227044729,126.7723096892482,52.88940627295519
2028-09-01,244.927,213.0069,0.0412,101.3299269368111,565.7583502340965,1179.1832960477998,101.3299269368111,101.3299269368111,284.54086803044424,127.1100362850731,54.452500134745364
2028-09-08,242.8056,211.1619,0.0,101.33004896445256,557.7583683666556,1233.2684425639861,101.33004896445256,101.33004896445256,267.10048874315737,127.82153167577789,51.94290865799387
2028-09-15,241.6919,210.1934,0.0,101.33016489084805,563.3963095733424,1233.8540313235362,101.33016489084805,101.33016489084805,262.93999689673933,128.19974553527393,51.74421515378091
2028-09-22,241.4229,209.9594,0.0297,101.33027502104662,586.9688434730455,1263.4258062088597,101.33027502104662,101.33027502104662,265.2113887940697,128.40927919491455,50.751255499686536
2028-09-29,241.4229,209.9594,0.0455,101.3303796448461,588.9459679610256,1288.1509929726992,101.3303796448461,101.3303796448461,256.21602246530796,127.96702533408919,51.24450975398673
2028-10-06,242.2143,210.6477,0.068,101.33047903755569,593.2055265734165,1330.0226773220013,101.33047903755569,101.33047903755569,240.96129966909203,128.53690629522166,50.403087585393386
2028-10-13,242.6209,211.0013,0.0202,101.33057346072009,593.7208961772558,1317.0898026949276,101.33057346072009,101.33057346072009,238.70956845621077,128.6748632298492,50.023818955978875
2028-10-20,242.6181,210.9989,0.0617,101.33066316280778,587.2153344716427,1246.8272467140582,101.33066316280778,101.33066316280778,232.75766998783837,129.5676947743973,48.96801645928362
2028-10-27,242.6181,210.9989,0.0859,101.33074837986462,588.8090678935577,1303.652871822084,101.33074837986462,101.33074837986462,223.71491197503047,129.32793043069032,49.60335928567341
2028-11-03,242.7043,211.0739,0.0385,101.33082933613501,603.3320137735728,1263.388050189906,101.33082933613501,101.33082933613501,237.10992148884284,129.09236661117393,50.8866525038303
2028-11-10,244.9645,213.0395,0.0,101.33090624465179,554.2563594441903,1195.435936787811,101.33090624465179,101.33090624465179,239.05609043448595,129.4503287937612,50.760766909077866
2028-11-17,245.2257,213.2667,0.0,101.3309793077968,537.5546051139352,1206.1177278504879,101.3309793077968,101.3309793077968,239.29076331310952,129.3044493292473,52.91644165588321
2028-11-24,243.3214,211.6106,0.0076,101.33104871783334,531.5192024013485,1242.9565325567576,101.33104871783334,101.33104871783334,240.04061994320278,129.7834113319698,53.55078245410209
2028-12-01,245.1332,213.1862,0.0,101.33111465741212,511.9426330477811,1176.2670412601567,101.33111465741212,101.33111465741212,233.34462832530855,128.36558947829465,55.13261118576776
2028-12-08,244.7902,212.8879,0.029,101.33117730005169,530.9501610393138,1153.7240158973627,101.33117730005169,101.33117730005169,236.84137795307225,128.48235407374662,58.64168945646195
2028-12-15,244.8207,212.9145,0.0286,101.33123681059516,529.0477388056844,1128.9449892686691,101.33123681059516,101.33123681059516,220.13254104699408,129.34808655695878,60.510452866297584
2028-12-22,245.4654,213.4751,0.0,101.33129334564381,519.8086232830817,1123.7954858867727,101.33129334564381,101.33129334564381,212.2523490154048,130.46619195896918,56.720442765589326
2028-12-29,244.6739,212.7868,0.0,101.33134705396927,513.9147403090946,1138.4952229281907,101.33134705396927,101.33134705396927,189.6740130482935,131.6182942743649,57.050675448847144
2029-01-05,244.7878,212.8858,0.0,101.33139807690482,503.88418149169274,1154.851494003465,101.33139807690482,101.33139807690482,210.1216656364927,129.8997678558672,56.69647475141182
2029-01-12,244.8159,212.9102,0.0,101.33144654871738,494.7387047924858,1164.1308130117375,101.33144654871738,101.33144654871738,190.80372007395175,127.80484568298016,54.699517589320855
2029-01-19,244.8159,212.9102,0.0,101.3314925969608,493.7522527421598,1164.0462975534954,101.3314925969608,101.3314925969608,210.24645633305423,128.44415108685436,53.986447032012315
2029-01-26,244.4599,212.6006,0.0,101.33153634281142,500.9774283721059,1231.1962818184331,101.33153634281142,101.33153634281142,222.82527696942392,128.43053366195304,54.827094479256075
2029-02-02,244.2042,212.3783,0.0,101.33157790138699,497.7301906981162,1228.503393790658,101.33157790138699,101.33157790138699,229.9957871094713,127.14680466112596,59.385673444937304
2029-02-09,244.1814,212.3585,0.0,101.33161738204959,503.9581868322081,1210.6875677198984,101.33161738204959,101.33161738204959,233.5532728841045,126.94720405764512,59.90069120388391
2029-02-16,242.3744,210.787,0.0233,101.33165488869328,528.1169805584018,1236.72956178824,101.33165488869328,101.33165488869328,234.85819172698393,127.22990773831502,56.51763341179401
2029-02-23,241.5513,210.0711,0.0,101.33169052001766,517.3259331523643,1252.7300110622868,101.33169052001766,101.33169052001766,232.38771364041955,129.07504436565867,56.443981500745146
2029-03-02,241.5513,210.0711,0.1016,101.33172436978741,521.9496157629131,1299.2651949487793,101.33172436978741,101.33172436978741,219.95952726543626,129.7718280952318,57.13293894641824
2029-03-09,241.4229,209.9594,0.1103,101.33175652707916,525.8014281273421,1316.1627743185697,101.33175652707916,101.33175652707916,236.33115513545914,129.1773016172014,56.307000546190224
2029-03-16,242.2143,210.6477,0.1345,101.33178707651577,524.8527082399363,1340.5934044192065,101.33178707651577,101.33178707651577,244.84402074257756,131.1295809878531,52.73645966044783
2029-03-23,242.6766,211.0498,0.2195,101.33181609848909,522.0206743855717,1331.2681290151518,101.33181609848909,101.33181609848909,236.93467064032743,129.36380009836833,53.00920813556905
2029-03-30,242.7005,211.0705,0.175,101.33184366937144,529.6363411227992,1320.6977804886612,101.33184366937144,101.33184366937144,239.39199630772106,130.21610135936498,54.463592525727826
2029-04-06,242.7005,211.0705,0.2144,101.33186986171663,529.3082212327458,1328.6734312254027,101.33186986171663,101.33186986171663,225.1020031682196,132.0744356380335,53.68749589763656
2029-04-13,242.7867,211.1455,0.2404,101.33189474445082,530.0024534737895,1329.9335127618397,101.33189474445082,101.33189474445082,230.71628018343486,133.33767649917377,52.07314628729365
2029-04-20,242.7867,211.1455,0.1811,101.33191838305395,529.3321543385451,1285.9621131218867,101.33191838305395,101.33191838305395,217.92281390883142,134.70513309827018,53.78948891763822
